id,modulo_id,subtema,tema,nivel,tipo,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion,formula,activo,created_at
51,6,mundell_fleming,Caso China,avanzado,opcion_multiple,¿Qué combinación de la Trinidad tiene China?,Tipo de cambio controlado + Política monetaria independiente = Controles de capital,Tipo flexible + Capitales libres + PM independiente (tiene las 3),Tipo fijo + Capitales libres = Sin PM,China no tiene sistema monetario definido,a,China CONTROLA su tipo de cambio (managed float) + quiere Política Monetaria INDEPENDIENTE = debe restringir movilidad de capitales. Por eso tiene estrictos CONTROLES DE CAPITAL (no puedes sacar dinero fácilmente del país). Estrategia opuesta a México.,China: Tipo controlado + PM → Controles K,true,2026-02-01 16:29:51.846067
52,6,oferta_demanda_agregada,Pendiente de DA,basico,opcion_multiple,La curva de Demanda Agregada (DA) tiene pendiente negativa por el efecto:,"Riqueza, tasa de interés y tipo de cambio",Ingreso y sustitución,Crowding-out,Multiplicador,a,"Cuando baja P (nivel de precios): (1) Efecto riqueza: saldos reales M/P suben, gente se siente más rica, consume más. (2) Efecto i: menor P → menor demanda dinero → i baja → I sube. (3) Efecto tipo cambio: i baja → moneda deprecia → X sube. Los tres aumentan la cantidad demandada.","↓P → ↑M/P, ↓i, ↓TC → ↑(C+I+X)",true,2026-02-01 16:29:51.846067
53,6,oferta_demanda_agregada,Desplazamiento de DA,intermedio,opcion_multiple,Un aumento en el gasto público desplaza:,La DA a la derecha,La DA a la izquierda,La OA a la derecha,Ni DA ni OA (solo afecta IS-LM),a,"↑G → ↑Demanda Agregada (es un componente de DA = C+I+G+X-M). La curva DA se desplaza a la derecha. Para cualquier nivel de precios P, ahora se demanda más producción Y. Efecto: ↑Y, ↑P (si OA tiene pendiente positiva).","↑G → DA derecha → ↑Y, ↑P",true,2026-02-01 16:29:51.846067
54,6,oferta_demanda_agregada,Pendiente de OACP,basico,opcion_multiple,La curva de Oferta Agregada de CORTO PLAZO (OACP):,Tiene pendiente positiva (precios y salarios parcialmente rígidos),Es vertical (pleno empleo),Es horizontal (precios fijos),Tiene pendiente negativa,a,"En el CORTO plazo, salarios y algunos precios son RÍGIDOS (contratos, menús). Cuando sube P (nivel de precios general), los costos NO suben proporcionalmente (salarios fijos). Las empresas tienen incentivo a producir más (mayor margen). OACP con pendiente positiva.","OACP: ↑P → ↑Y (CP, salarios rígidos)",true,2026-02-01 16:29:51.846067
55,4,iva,Tasas de IVA,basico,opcion_multiple,¿Cuál es la tasa general del IVA en México?,10%,15%,16%,21%,c,La tasa general del IVA en México es del 16%. Existe también tasa 0% para ciertos bienes y exención para otros.,Tasa general: 16%,true,2026-02-01 17:28:06.464796
56,6,oferta_demanda_agregada,Pendiente de OALP,avanzado,opcion_multiple,La curva de Oferta Agregada de LARGO PLAZO (OALP) es vertical porque:,"En el largo plazo, todos los precios y salarios se ajustan, Y = Y* (pleno empleo)",La tecnología es fija en el largo plazo,La demanda agregada no afecta la oferta,Los costos son constantes,a,"En el LARGO plazo, salarios y precios son FLEXIBLES. Si sube P, los salarios también suben proporcionalmente. No hay incentivo a producir más. La producción está en su nivel NATURAL (Y*), determinado por tecnología, capital y trabajo disponible. Cambios en DA solo afectan P, no Y.",OALP: Vertical en Y* (pleno empleo),true,2026-02-01 16:29:51.846067
57,6,oferta_demanda_agregada,Shock de Oferta,intermedio,opcion_multiple,Un shock de oferta NEGATIVO (ej. aumento del petróleo):,"Desplaza OACP a la izquierda, aumentando P y reduciendo Y (estanflación)","Desplaza DA a la izquierda, reduciendo P e Y",Desplaza OALP a la derecha,No afecta el equilibrio macroeconómico,a,"Shock de oferta negativo (↑costos producción) → OACP a la IZQUIERDA. Para cualquier P, las empresas producen MENOS (es más caro). Resultado: P sube (inflación) Y Y cae (recesión). ESTANFLACIÓN: lo peor de ambos mundos. Caso: Crisis petrolera 1973.","Shock OA negativo → ↑P, ↓Y (estanflación)",true,2026-02-01 16:29:51.846067
58,6,inflacion_phillips,Phillips Corto Plazo,basico,opcion_multiple,La Curva de Phillips de CORTO plazo muestra:,Relación inversa entre inflación y desempleo,Relación directa entre inflación y desempleo,Relación entre salarios y productividad,Relación entre PIB e inflación,a,"Phillips (CP): trade-off temporal. Cuando BAJAS desempleo (contratas más gente), los salarios SUBEN (escasez laboral) → costos suben → inflación sube. Cuando SUBES desempleo (despides), salarios caen → inflación baja. Relación INVERSA en el corto plazo.",Phillips CP: ↓u → ↑π (trade-off temporal),true,2026-02-01 16:29:51.846067
59,6,inflacion_phillips,Phillips Largo Plazo,intermedio,opcion_multiple,¿Por qué la Curva de Phillips de LARGO plazo es vertical?,Porque las expectativas de inflación se ajustan (no hay trade-off permanente),Porque la inflación es siempre constante,Porque el desempleo no afecta los salarios,La Curva de Phillips de largo plazo NO es vertical,a,"En el LARGO plazo, la gente ajusta sus expectativas. Si intentas mantener u bajo con inflación, la gente ANTICIPA la inflación futura y la incorpora en contratos salariales. Al final, vuelves a la tasa natural de desempleo (NAIRU) pero con MAYOR inflación. No hay trade-off permanente. Phillips LP = vertical.",Phillips LP: Vertical en u* (NAIRU),true,2026-02-01 16:29:51.846067
60,6,inflacion_phillips,NAIRU,avanzado,opcion_multiple,¿Qué es la NAIRU?,Tasa de desempleo que no acelera la inflación (tasa natural),Nivel de inflación objetivo del banco central,Tasa de interés neutral,Nivel de PIB potencial,a,"NAIRU = Non-Accelerating Inflation Rate of Unemployment. Es la tasa de desempleo NATURAL o estructural. Si intentas bajar u por debajo de NAIRU, la inflación se ACELERA (no solo sube, sino que sube cada vez más rápido). Es el punto donde Phillips LP es vertical.",u < NAIRU → π acelerándose,true,2026-02-01 16:29:51.846067
61,6,inflacion_phillips,Estanflación,intermedio,opcion_multiple,La estanflación (inflación alta + desempleo alto) se explica por:,Un shock de oferta negativo (ej. petróleo 1973),Exceso de demanda agregada,Política monetaria muy expansiva,Trade-off de Phillips,a,"Estanflación = pesadilla. Normalmente inflación y desempleo se mueven en direcciones opuestas (Phillips). Pero un SHOCK DE OFERTA negativo (↑costos) causa AMBOS: ↑P (inflación) Y ↓Y (más desempleo). Phillips se desplaza hacia arriba-derecha. Casos: 1973, 1979 (petróleo).","Shock OA negativo → ↑π, ↑u (estanflación)",true,2026-02-01 16:29:51.846067
62,6,inflacion_phillips,Inflación de Demanda,basico,opcion_multiple,La inflación de DEMANDA ocurre cuando:,La Demanda Agregada crece más rápido que la Oferta,Los costos de producción aumentan,Hay desempleo estructural,El banco central sube tasas,a,"Inflación de demanda = ""demasiado dinero persiguiendo muy pocos bienes"". DA crece (política fiscal/monetaria expansiva, boom de confianza) pero OA no puede seguir el ritmo (cerca de pleno empleo). Resultado: P sube. Caso típico de economías sobrecalentadas.",↑↑DA > OA → ↑P (inflación demanda),true,2026-02-01 16:29:51.846067
63,6,crecimiento_solow,Crecimiento de Largo Plazo,basico,opcion_multiple,"En el modelo de Solow, el crecimiento de LARGO plazo del ingreso per cápita depende de:",El progreso tecnológico,La tasa de ahorro,El crecimiento de la población,La inversión en capital físico,a,Conclusión CLAVE de Solow: La acumulación de capital SOLA no genera crecimiento perpetuo (rendimientos decrecientes). Eventualmente llegas al estado estacionario (k constante). Solo el PROGRESO TECNOLÓGICO (mejoras en A) puede sostener crecimiento continuo del y (ingreso per cápita).,LP: Δy/y = ΔA/A (solo tecnología),true,2026-02-01 16:29:51.846067
64,6,crecimiento_solow,Estado Estacionario,intermedio,opcion_multiple,En el estado estacionario del modelo de Solow:,"Inversión = Depreciación, capital per cápita constante",Ahorro = 0,Crecimiento del PIB es máximo,No hay depreciación del capital,a,"Estado estacionario: Δk = 0. La inversión (sy) es exactamente igual a la depreciación del capital existente ((n+δ)k). El capital per cápita NO crece. La economía sigue produciendo, pero k se mantiene constante. Sin progreso tecnológico, y también es constante.",Estado estacionario: sy = (n+δ)k → Δk=0,true,2026-02-01 16:29:51.846067
65,6,crecimiento_solow,Cambio en Tasa de Ahorro,avanzado,opcion_multiple,Si un país aumenta su tasa de ahorro (s) de 20% a 30%:,"Llegará a un estado estacionario con MAYOR k e y, pero el crecimiento volverá a cero",Crecerá perpetuamente más rápido,"No afectará el largo plazo, solo el corto",El consumo siempre aumentará,a,↑s → más inversión → k sube hacia un NUEVO estado estacionario más alto. Hay crecimiento TRANSITORIO mientras se ajusta. Pero eventualmente Δk vuelve a cero (nuevo equilibrio sy = (n+δ)k con k mayor). No genera crecimiento perpetuo. Necesitas ΔA (tecnología).,"↑s → ↑k*, ↑y* (niveles), pero Δy→0 (sin ΔA)",true,2026-02-01 16:29:51.846067
66,6,crecimiento_solow,Convergencia,intermedio,opcion_multiple,¿Por qué los países POBRES tienden a crecer más rápido que los RICOS (convergencia)?,"Porque tienen poco capital, los rendimientos marginales son altos",Porque tienen mejor tecnología,Porque ahorran más,"La convergencia es un mito, no ocurre",a,"Países pobres: k bajo → PMgK alto (rendimientos decrecientes funcionan al revés). Cada máquina nueva es MUY productiva. Países ricos: k alto → PMgK bajo (máquinas adicionales agregan poco). Si tienen misma tecnología (A) e instituciones, el pobre ""alcanza"" al rico. Eso sí, si no mejoran A ni instituciones, NO convergen (caso África).",Pobres: k bajo → PMgK alto → crecimiento rápido,true,2026-02-01 16:29:51.846067
67,6,crecimiento_solow,Regla de Oro,avanzado,opcion_multiple,La Regla de Oro del capital implica:,Elegir k* que maximiza el CONSUMO per cápita en estado estacionario,Ahorrar el 100% del ingreso,Igualar inversión con PIB,Eliminar la depreciación,a,Mayor ahorro (s) → mayor k* → mayor y*. Pero también MENOS consumo actual. Hay un trade-off. La Regla de Oro encuentra el k* óptimo que MAXIMIZA el consumo per cápita (c*) en estado estacionario. Condición: PMgK = n + δ. Más capital de eso reduce c* (sobre-ahorro).,Regla Oro: PMgK = n + δ (max consumo),true,2026-02-01 16:29:51.846067
68,6,politica_fiscal,Multiplicador de Impuestos,avanzado,opcion_multiple,¿Por qué el multiplicador de IMPUESTOS es MENOR (en valor absoluto) que el de GASTO?,"Porque cuando bajas impuestos, solo se gasta una fracción c; cuando aumentas G, todo va a la economía",Porque los impuestos no afectan el consumo,Porque el multiplicador de impuestos es siempre positivo,"No es cierto, son iguales",a,"Multiplicador de G: ΔY/ΔG = 1/(1-c). Multiplicador de T: ΔY/ΔT = -c/(1-c). El de T tiene una ""c"" extra multiplicando. ¿Por qué? Cuando ↑G en $100, los $100 van DIRECTOS a la economía. Cuando ↓T en $100, la gente ahorra (1-c) y solo gasta c×$100. El primer impacto es menor.",Mult_T = -c/(1-c) < Mult_G = 1/(1-c),true,2026-02-01 16:29:51.846067
69,6,politica_fiscal,Multiplicador Balanceado,intermedio,opcion_multiple,"Según el Teorema de Haavelmo, si aumentas G y T en la misma cantidad:",El PIB aumenta exactamente en esa cantidad (multiplicador balanceado = 1),El PIB no cambia (efectos se anulan),El PIB aumenta más que la cantidad (efecto multiplicador),El PIB disminuye,a,Presupuesto balanceado: ↑G = ↑T en $100. ΔY = $100×(mult_G) - $100×(mult_T) = $100×[1/(1-c) - c/(1-c)] = $100×[(1-c)/(1-c)] = $100. El efecto neto es POSITIVO pero solo $1 por cada $1 de gasto financiado con impuestos.,ΔG = ΔT → ΔY = ΔG (mult = 1),true,2026-02-01 16:29:51.846067
70,6,politica_fiscal,Déficit vs Deuda,basico,opcion_multiple,¿Cuál es la diferencia entre DÉFICIT y DEUDA pública?,Déficit es flujo (G-T en un año); Deuda es stock (acumulación de déficits),Déficit es stock; Deuda es flujo,Son sinónimos,Déficit es siempre malo; Deuda es neutral,a,"DÉFICIT = G - T en un periodo (ej. -5% del PIB este año, FLUJO). DEUDA = suma de todos los déficits pasados (ej. 80% del PIB acumulado, STOCK). Analogía: Déficit es cuánto gastas DE MÁS cada mes. Deuda es el SALDO total de tu tarjeta de crédito.",Deuda_t = Deuda_{t-1} + Déficit_t,true,2026-02-01 16:29:51.846067
71,6,politica_monetaria,Instrumentos de PM,basico,opcion_multiple,Los tres instrumentos principales de política monetaria son:,"Operaciones de mercado abierto, tasa de descuento, reservas obligatorias","Gasto público, impuestos, deuda","Tipo de cambio, aranceles, cuotas","Inflación, desempleo, crecimiento",a,(1) Operaciones Mercado Abierto: Compra/venta de bonos (más usado). (2) Tasa de descuento: Tasa a la que BC presta a bancos. (3) Reservas obligatorias: % de depósitos que bancos deben mantener en BC. Todos afectan oferta monetaria M.,"PM: OMAs, Tasa descuento, Reservas",true,2026-02-01 16:29:51.846067
72,6,politica_monetaria,Operaciones de Mercado Abierto,intermedio,opcion_multiple,Cuando el Banco Central COMPRA bonos en el mercado abierto:,Aumenta la oferta monetaria (política expansiva),Reduce la oferta monetaria (política contractiva),No afecta la oferta monetaria,Solo afecta las tasas de largo plazo,a,"BC compra bonos → PAGA con dinero nuevo (reservas electrónicas) → bancos tienen más reservas → prestan más → multiplicador bancario actúa → M aumenta. Es política EXPANSIVA (estimula economía). Efecto: ↓i, ↑I, ↑Y.",BC compra bonos → ↑M → ↓i → ↑Y,true,2026-02-01 16:29:51.846067
73,6,politica_monetaria,Regla de Taylor,avanzado,opcion_multiple,La Regla de Taylor sugiere que el banco central debe subir la tasa de interés cuando:,La inflación está por encima de su meta O la producción está por encima del potencial,Solo cuando hay desempleo alto,Cuando el tipo de cambio se aprecia,Nunca (debe ser constante),a,"Regla de Taylor: i = r* + π + 0.5(π - π*) + 0.5(Y - Y*). Si inflación > meta: sube i. Si Y > Y* (sobrecalentamiento): sube i. Es una regla ""prescriptiva"" que balancea estabilidad de precios y empleo. Fed la usa informalmente.",i = r* + π + 0.5(π-π*) + 0.5(Y-Y*),true,2026-02-01 16:29:51.846067
74,6,politica_monetaria,Transmisión Monetaria,intermedio,opcion_multiple,El mecanismo de transmisión de la política monetaria es:,↑M → ↓i → ↑I → ↑DA → ↑Y,↑M → ↑i → ↑I → ↑Y,↑M → ↓C → ↓Y,↑M → ↑Inflación directa (sin efecto real),a,Cadena causal: Banco Central aumenta M (oferta monetaria) → tasa i baja (más dinero disponible) → Inversión I sube (préstamos baratos) → Demanda Agregada sube → Producción Y aumenta. Funciona SI la economía no está en trampa de liquidez (i≈0) ni a pleno empleo.,↑M → ↓i → ↑I → ↑DA → ↑Y,true,2026-02-01 16:29:51.846067
75,6,politica_monetaria,Ecuación de Fisher,avanzado,opcion_multiple,La Ecuación de Fisher establece que:,i_nominal = i_real + π_esperada,M × V = P × Y,i = r* + π + 0.5(π-π*),ΔM/M = Δπ,a,"Fisher: i_nom = i_real + π^e. La tasa NOMINAL (lo que ves en el banco) se descompone en: (1) Tasa REAL (compensación por posponer consumo) + (2) Inflación esperada (compensación por pérdida de poder adquisitivo). Si esperas 5% inflación, exigirás al menos 5% nominal solo para mantener poder de compra.",i = r + πᵉ (tasa Fisher),true,2026-02-01 16:29:51.846067
76,7,interes,Interés Simple,basico,opcion_multiple,"Inviertes $10,000 a interés simple de 8% anual durante 3 años. ¿Cuánto recibes de intereses?","$2,400","$2,597","$12,400",$800,a,"Interés Simple: I = P × i × t = $10,000 × 0.08 × 3 = $2,400. Los intereses NO se capitalizan, siempre se calculan sobre el capital inicial.",I = P × i × t,true,2026-02-01 16:29:51.846067
77,7,interes,Interés Compuesto,intermedio,opcion_multiple,"Inviertes $10,000 a interés compuesto de 8% anual durante 3 años. ¿Cuál es el monto final?","$12,597.12","$12,400.00","$10,800.00","$13,000.00",a,"Interés Compuesto: S = P(1+i)^t = $10,000(1.08)^3 = $10,000 × 1.259712 = $12,597.12. Los intereses se capitalizan (generan nuevos intereses).",S = P(1+i)^n,true,2026-02-01 16:29:51.846067
78,7,interes,TNA vs TEA,avanzado,opcion_multiple,Un banco ofrece 12% TNA (Tasa Nominal Anual) con capitalización MENSUAL. ¿Cuál es la TEA (Tasa Efectiva Anual)?,12.68%,12.00%,13.00%,11.50%,a,TEA = (1 + TNA/m)^m - 1 = (1 + 0.12/12)^12 - 1 = (1.01)^12 - 1 = 1.1268 - 1 = 0.1268 = 12.68%. La TEA es mayor que la TNA cuando hay capitalización (m>1).,TEA = (1 + TNA/m)^m - 1,true,2026-02-01 16:29:51.846067
79,7,interes,Simple vs Compuesto,basico,opcion_multiple,¿Cuál es la diferencia fundamental entre interés simple y compuesto?,Simple: interés solo sobre capital inicial. Compuesto: interés sobre capital + intereses acumulados,Simple se usa para plazos cortos; Compuesto para largos,Simple tiene tasa más alta,No hay diferencia matemática,a,Interés SIMPLE: I se calcula siempre sobre P (base constante). Interés COMPUESTO: I se calcula sobre P + intereses acumulados (base creciente). Compuesto crece exponencialmente; Simple crece linealmente.,Simple: I=P×i×t (lineal). Compuesto: S=P(1+i)^n (exponencial),true,2026-02-01 16:29:51.846067
80,7,interes,Tiempo de Duplicación,intermedio,opcion_multiple,¿Cuánto tiempo tardará un capital en DUPLICARSE a interés compuesto de 6% anual?,Aproximadamente 11.9 años,Exactamente 12 años (Regla del 72),16.7 años,10 años,a,Fórmula: 2 = (1.06)^t. Aplicando logaritmos: t = ln(2)/ln(1.06) = 0.693/0.0583 = 11.9 años. La Regla del 72 (72/6 = 12 años) es una APROXIMACIÓN cercana.,t = ln(2)/ln(1+i),true,2026-02-01 16:29:51.846067
81,7,valor_temporal,Valor Presente,basico,opcion_multiple,"¿Cuál es el Valor Presente de $15,000 que recibirás en 4 años si la tasa de descuento es 10% anual?","$10,245.40","$15,000.00","$21,961.50","$13,636.36",a,"VP = VF / (1+i)^n = $15,000 / (1.10)^4 = $15,000 / 1.4641 = $10,245.40. Es lo que vale HOY recibir $15,000 en el futuro.",VP = VF / (1+i)^n,true,2026-02-01 16:29:51.846067
82,7,valor_temporal,VP de Flujos Múltiples,intermedio,opcion_multiple,"Recibes 3 flujos: $1,000 en año 1, $2,000 en año 2, $3,000 en año 3. Tasa 8%. ¿Valor presente total?","$5,022.10","$6,000.00","$4,500.00","$5,500.00",a,"VP = 1000/1.08 + 2000/(1.08)^2 + 3000/(1.08)^3 = 925.93 + 1,714.68 + 2,381.50 = $5,022.10. Cada flujo se descuenta a su periodo correspondiente.",VP = Σ [Flujo_t / (1+i)^t],true,2026-02-01 16:29:51.846067
83,7,valor_temporal,Perpetuidad,avanzado,opcion_multiple,"Una perpetuidad paga $500 al año indefinidamente. Si la tasa es 5%, ¿cuál es su valor presente?","$10,000","$5,000",Infinito,"$50,000",a,"Perpetuidad: VP = C / i = $500 / 0.05 = $10,000. Es el valor presente de una anualidad infinita. Sorprendente: infinitos pagos tienen valor FINITO por el descuento exponencial.",VP_perpetuidad = C / i,true,2026-02-01 16:29:51.846067
84,7,valor_temporal,Valor Futuro,basico,opcion_multiple,"El Valor Futuro de $5,000 invertidos hoy a 7% anual durante 5 años es:","$7,012.76","$6,750.00","$5,350.00","$8,000.00",a,"VF = P(1+i)^n = $5,000(1.07)^5 = $5,000 × 1.402552 = $7,012.76. Es cuánto valdrá tu inversión en el futuro.",VF = P(1+i)^n,true,2026-02-01 16:29:51.846067
85,7,valor_temporal,Valor Temporal del Dinero,intermedio,opcion_multiple,¿Por qué $100 hoy valen más que $100 en un año?,"Inflación, costo de oportunidad y riesgo",Solo por inflación,"Es un error, valen lo mismo",Depende del banco,a,"Tres razones del Valor Temporal del Dinero: (1) Inflación (pierde poder adquisitivo), (2) Costo de oportunidad (podrías invertirlos y ganar rendimiento), (3) Riesgo/Incertidumbre (es más seguro tener el dinero hoy que una promesa futura).",VTD por: Inflación + Costo Oportunidad + Riesgo,true,2026-02-01 16:29:51.846067
86,7,van_tir,VAN (Valor Actual Neto),basico,opcion_multiple,"Un proyecto requiere invertir $100,000 hoy y generará $30,000 anuales durante 5 años. Tasa de descuento 10%. ¿VAN?","$13,723.60","$50,000.00","-$100,000.00","$30,000.00",a,"VAN = -100,000 + 30,000×[(1-(1.10)^-5)/0.10] = -100,000 + 30,000×3.7908 = -100,000 + 113,723.60 = $13,723.60. VAN > 0, el proyecto es rentable.",VAN = -I₀ + Σ[Flujo_t/(1+i)^t],true,2026-02-01 16:29:51.846067
87,7,van_tir,Criterio VAN,intermedio,opcion_multiple,¿Cuál es la regla de decisión del VAN?,Aceptar si VAN > 0; Rechazar si VAN < 0,Aceptar si VAN > 1,Aceptar si TIR > VAN,Siempre aceptar el proyecto con mayor inversión inicial,a,"VAN > 0: El proyecto rinde MÁS que la tasa de descuento exigida (crea valor). VAN = 0: Rinde exactamente la tasa exigida (indiferente). VAN < 0: Rinde MENOS que la tasa exigida (destruye valor, rechazar).",Aceptar si: VAN > 0,true,2026-02-01 16:29:51.846067
88,7,van_tir,VAN vs TIR,avanzado,opcion_multiple,¿Por qué el VAN es superior a la TIR para evaluar proyectos?,VAN mide creación de valor absoluta; TIR puede tener problemas de múltiples tasas y no considera escala,TIR es más fácil de calcular,VAN siempre es mayor que TIR,"No es cierto, TIR es superior",a,"Problemas de TIR: (1) Múltiples TIRs en proyectos no convencionales, (2) No considera escala (un proyecto pequeño puede tener TIR alta pero VAN bajo), (3) Asume reinversión a la TIR (irreal). VAN asume reinversión a la tasa de descuento (más realista) y mide valor absoluto creado.",VAN mide $ creados; TIR mide % retorno,true,2026-02-01 16:29:51.846067
89,7,van_tir,Criterio TIR,intermedio,opcion_multiple,La TIR de un proyecto es 18%. La tasa de descuento requerida es 12%. ¿Decisión?,Aceptar (TIR > tasa requerida),Rechazar (TIR > tasa requerida),Indiferente,Falta información,a,"Si TIR > tasa de descuento, el proyecto es rentable. Rinde 18% mientras solo exiges 12%. Equivalente a VAN > 0. Regla TIR: Aceptar si TIR > k (costo de capital).",Aceptar si: TIR > k (tasa requerida),true,2026-02-01 16:29:51.846067
90,7,van_tir,Definición de TIR,basico,opcion_multiple,¿Qué mide la TIR (Tasa Interna de Retorno)?,La tasa de descuento que hace el VAN = 0 (rentabilidad del proyecto),La tasa de inflación esperada,El costo de capital de la empresa,La tasa de interés del banco,a,"TIR es la tasa ""i"" que resuelve: VAN = 0. Es decir, la tasa a la cual el proyecto ""se paga a sí mismo"". Representa la rentabilidad INTERNA del proyecto. Se compara con la tasa de descuento requerida.",TIR: VAN(i) = 0 → Resuelve para i,true,2026-02-01 16:29:51.846067
91,9,van,Valor Actual Neto,basico,opcion_multiple,¿Qué significa que un proyecto tenga VAN positivo?,El proyecto genera pérdidas,El proyecto es rentable y genera valor,El proyecto es indiferente,El proyecto debe rechazarse,b,"Un VAN positivo indica que el valor presente de los flujos futuros supera la inversión inicial, por lo tanto el proyecto genera valor y es rentable.",VAN = Σ(Flujos/(1+r)^t) - Inversión Inicial,true,2026-02-01 17:28:06.464796
92,9,van,Criterios de Decisión,basico,opcion_multiple,¿Cuál es la regla de decisión del VAN?,Aceptar si VAN < 0,Aceptar si VAN > 0,Aceptar si VAN = 0,Rechazar siempre,b,"La regla del VAN establece aceptar proyectos con VAN > 0 (rentables), rechazar con VAN < 0 (destruyen valor), e indiferente si VAN = 0.",Si VAN > 0 → Aceptar,true,2026-02-01 17:28:06.464796
93,9,van,Cálculo de VAN,intermedio,opcion_multiple,"Un proyecto requiere inversión de $100,000 y genera flujos de $30,000 anuales por 5 años. Con tasa del 10%, ¿cuál es aproximadamente el VAN?","VAN ≈ $13,700 (aceptar)","VAN ≈ -$13,700 (rechazar)",VAN = 0 (indiferente),"VAN ≈ $50,000 (aceptar)",a,"VP flujos = 30,000 × [(1-(1.10)^-5)/0.10] = 30,000 × 3.79 = $113,700. VAN = 113,700 - 100,000 = $13,700 > 0, aceptar.",VP Anualidad = PMT × [(1-(1+r)^-n)/r],true,2026-02-01 17:28:06.464796
94,9,van,Comparación de Métodos,avanzado,opcion_multiple,¿Por qué el VAN es superior a la TIR como criterio de evaluación?,El VAN es más fácil de calcular,El VAN considera el valor del dinero en el tiempo de forma consistente,La TIR siempre da el mismo resultado,El VAN no requiere tasa de descuento,b,"El VAN descuenta todos los flujos a una tasa consistente (costo de capital), mientras que la TIR asume reinversión a la misma TIR, lo cual puede no ser realista.",VAN usa tasa de descuento explícita,true,2026-02-01 17:28:06.464796
95,9,van,Sensibilidad del VAN,intermedio,opcion_multiple,¿Qué sucede con el VAN si aumenta la tasa de descuento?,El VAN aumenta,El VAN disminuye,El VAN no cambia,Depende del proyecto,b,"A mayor tasa de descuento, menor es el valor presente de los flujos futuros, por lo tanto el VAN disminuye. La relación es inversa.",VAN = f(r) → relación inversa,true,2026-02-01 17:28:06.464796
96,9,riesgo,Conceptos Fundamentales,basico,opcion_multiple,¿Cuál es la diferencia entre riesgo e incertidumbre?,No hay diferencia,"El riesgo es cuantificable, la incertidumbre no",La incertidumbre es peor que el riesgo,El riesgo solo aplica a proyectos grandes,b,"El RIESGO permite asignar probabilidades a los resultados posibles (es medible), mientras que la INCERTIDUMBRE no permite cuantificar probabilidades.",Riesgo = variabilidad medible,true,2026-02-01 17:28:06.464796
97,9,riesgo,Variables Críticas,basico,opcion_multiple,¿Qué es una variable crítica en análisis de proyectos?,Una variable que no cambia,Un factor cuya variación afecta drásticamente el resultado,Una variable siempre positiva,La tasa de descuento únicamente,b,"Las variables críticas son aquellos factores (ventas, precios, costos) cuya variación tiene un impacto significativo en el VAN o rentabilidad del proyecto.",Variables con alto impacto en VAN,true,2026-02-01 17:28:06.464796
98,9,riesgo,Análisis de Sensibilidad,intermedio,opcion_multiple,¿Cuál es la principal limitación del análisis de sensibilidad?,Es muy costoso,No considera probabilidades de ocurrencia,Solo funciona con VAN positivo,Requiere computadoras muy potentes,b,"El análisis de sensibilidad evalúa el impacto de cambiar una variable a la vez, pero NO asigna probabilidades a cada escenario, lo cual limita su utilidad práctica.",Limitación: sin probabilidades,true,2026-02-01 17:28:06.464796
99,9,riesgo,Simulación Montecarlo,avanzado,opcion_multiple,¿Qué ventaja tiene la Simulación de Montecarlo sobre el análisis de escenarios?,Es más sencilla de implementar,Genera una distribución de probabilidad completa del VAN,Requiere menos datos,Solo considera variables positivas,b,"Montecarlo genera miles de escenarios aleatorios combinando todas las variables críticas, produciendo una distribución de probabilidad del VAN, no solo 3 escenarios.",Genera distribución de probabilidad,true,2026-02-01 17:28:06.464796
100,9,riesgo,Aversión al Riesgo,intermedio,opcion_multiple,"Un inversionista con alta aversión al riesgo, ante dos proyectos con igual VAN esperado:",Elegirá el de mayor variabilidad,Elegirá el de menor variabilidad,Le será indiferente,Rechazará ambos,b,"La aversión al riesgo implica preferir certeza sobre incertidumbre. Ante igual VAN esperado, preferirá el proyecto con menor variabilidad (menor riesgo).",Mayor aversión → preferencia por menor riesgo,true,2026-02-01 17:28:06.464796
101,9,interes,Interés Simple,basico,opcion_multiple,¿Cuál es la fórmula del Monto en interés simple?,M = C - I,M = C + I,M = C × I,M = C / I,b,El Monto (M) es la suma del Capital inicial (C) más los Intereses generados (I). M = C + I.,M = C + I,true,2026-02-01 17:28:06.464796
102,9,interes,Tipos de Interés,basico,opcion_multiple,¿En qué se diferencia el interés simple del compuesto?,El simple usa tasas más altas,En el compuesto los intereses generan más intereses,El simple es más rentable,No hay diferencia significativa,b,"En interés SIMPLE los intereses se calculan solo sobre el capital inicial. En interés COMPUESTO, los intereses se acumulan al capital y generan nuevos intereses (capitalización).",Compuesto: capitalización de intereses,true,2026-02-01 17:28:06.464796
103,9,interes,Cálculo de Monto Simple,intermedio,opcion_multiple,"Si inviertes $10,000 al 12% anual simple por 2 años, ¿cuánto recibirás al final?","$12,000","$12,400","$12,544","$11,200",b,"I = C × i × t = 10,000 × 0.12 × 2 = $2,400. M = C + I = 10,000 + 2,400 = $12,400",I = C × i × t,true,2026-02-01 17:28:06.464796
